,ts_code,name,enname,classify,list_date,delist_date
4488,CNMD,,CONMED,EQ,19870723,NaT
4489,CNMTF,,CANADIAN METALS (OTC),EQ,20181030,NaT
4490,CNMVF,,CANOE MINING (OTC) VENTURES,EQ,20180119,NaT
4491,CNMXF,,CANAMEX GOLD (OTC),EQ,20101222,NaT
4492,CNNA,,CANN AMERICAN,EQ,20110214,NaT
4493,CNNB,,CINCINNATI BANCORP,EQ,20151016,
4494,CNNC,,CANNONAU,EQ,20110223,NaT
4495,CNND,,CANANDAIGUA NATIONAL,EQ,20120731,NaT
4496,CNNE,,CANNAE HOLDINGS,EQ,20171120,NaT
4497,CNNEF,,CANACOL ENERGY (OTC),EQ,20140113,NaT
4498,CNNN,,CONNEXIONONE,EQ,20020516,NaT
4499,CNNRF,,CANADIAN NET REAL (OTC) ESTATE INVESTMENT UNITS,EQ,20220505,NaT
4500,CNNWQ,,CINEWORLD GROUP (OTC),EQ,20180806,
4501,CNNXF,,CANNAMERICA BRANDS (OTC),EQ,20181227,NaT
4502,CNO,,CNO FINANCIAL GROUP,EQ,20030911,NaT
4503,CNOB,,CONNECTONE BANCORP,EQ,19960624,NaT
4504,CNOBF,,HEMLO EXPLORERS (OTC),EQ,20101015,NaT
4505,CNOBP,,CONNECTONE BANCORP NEW DEPOSITARY,EQ,20210818,NaT
4506,CNONF,,LYNX GLOBAL DIGITAL(OTC) FINANCE,EQ,20190531,NaT
4507,CNP,,CENTERPOINT EN.,EQ,19620702,NaT
4508,CNPOF,,RIV CAPITAL (OTC),EQ,20180921,NaT
4509,CNPPF,,CHINA OVERSEAS (OTC) PROPERTY HOLDINGS,EQ,20151110,NaT
4510,CNPRF,,CONDOR ENERGIES (OTC),EQ,20111229,NaT
4511,CNPTF,,CENTRAL PETROLEUM (OTC),EQ,20200206,NaT
4512,CNQ,,CANADIAN NTRL.RES. (NYS),EQ,20000731,NaT
4513,CNQQF,,CLEAN TEQ WATER (OTC),EQ,20210715,NaT
4514,CNRAF,,VICINITY CENTRES (OTC),EQ,20120601,NaT
4515,CNRCF,,CANTER RESOURCES (OTC),EQ,20231116,NaT
4516,CNRD,,CONRAD INDS.,EQ,19980610,NaT
4517,CNRFF,,ARA (OTC),EQ,20140113,NaT
4518,CNRIF,,CONDOR RESOURCES (OTC),EQ,20140113,NaT
4519,CNRR,,CN RESOURCES,EQ,20120430,NaT
4520,CNRSF,,CANADIAN NORTH (OTC) RESOURCES,EQ,20230510,NaT
4521,CNS,,COHEN & STEERS,EQ,20040809,NaT
4522,CNSJF,,CHINA SANJIANG FINE(OTC) CHEMICALS,EQ,20211208,NaT
4523,CNSL,,CONSOLIDATED COMMS.HDG.,EQ,20050418,NaT
4524,CNSP,,CNS PHARMACEUTICALS,EQ,20191108,NaT
4525,CNSRF,,COINSHARES (OTC) INTERNATIONAL,EQ,20210518,NaT
4526,CNSUF,,CANASIL RESOURCES (OTC),EQ,20140113,NaT
4527,CNSWF,,CONSTELLATION (OTC) SFTW.,EQ,20140113,NaT
4528,CNTA,,CENTESSA PHARMS. AMER. DEPY.SHS.1:1 ADR,ADR,20210528,NaT
4529,CNTB,,CONNECT BIOPHARMA HOLDINGS ADR 1:1,ADR,20210319,NaT
4530,CNTFY,,CHIN.TECHFAITH WRCM. TECH.ADR 1:75,ADR,20050418,
4531,CNTG,,CENTOGENE,EQ,20191118,NaT
4532,CNTMF,,CANSORTIUM (OTC),EQ,20190416,NaT
4533,CNTO,,CENTOR ENERGY,EQ,20121018,NaT
4534,CNTRF,,CENTR BRANDS (OTC),EQ,20200427,NaT
4535,CNTTQ,,CANNTRUST HOLDINGS,EQ,20170824,NaT
4536,CNTX,,CONTEXT THERAPEUTICS,EQ,20211020,NaT
4537,CNTY,,CENTURY CASINOS,EQ,19931110,NaT
4538,CNUCF,,CANUC RESOURCES (OTC),EQ,20110721,NaT
4539,CNUN,,COMMUNITY BANCSHARES (OHIO),EQ,20190829,NaT
4540,CNVAF,,CNOVA (OTC),EQ,20181113,NaT
4541,CNVCF,,BIOHARVEST SCIENCES(OTC),EQ,20190308,NaT
4542,CNVEF,,CENOVUS EN.CUM.RED.(OTC) PREF. SR.1,EQ,20231030,NaT
4543,CNVS,,CINEVERSE A,EQ,20031030,NaT
4544,CNVT,,CVF TECHS.,EQ,19950914,NaT
4545,CNVVF,,CONVATEC GROUP (OTC),EQ,20170307,NaT
4546,CNVVY,,CONVATEC GROUP ADR 1:4,ADR,20170126,NaT
4547,CNWGQ,,CINEWORLD GROUP ADR 1:3,ADR,20190215,
4548,CNWHF,,CHINA NETWORKS INTL.HDG.,EQ,20070712,NaT
4549,CNWI,,CARDIAC NETWORK,EQ,19980515,NaT
4550,CNWT,,CISTERA NETWORKS,EQ,20100826,NaT
4551,CNX,,CNX RESOURCES,EQ,19990430,NaT
4552,CNXC,,CONCENTRIX,EQ,20201124,NaT
4553,CNXN,,PC CONNECTION,EQ,19980303,NaT
4554,CNXS,,CONNEXUS,EQ,20070704,NaT
4555,CNXX,,CONX A,EQ,20201221,NaT
4556,CNXXW,,CONX EQUITY WARRANT,EQ,20201221,NaT
4557,COBA,,CHILEAN COBALT,EQ,20240429,NaT
4558,COBJF,,COMBA TELECOM SYS. (OTC),EQ,20030721,NaT
4559,COCBF,,COASTAL CRBN.OILS&MRLS.,EQ,19750102,
4560,COCCF,,COAST COPPER (OTC),EQ,20221130,NaT
4561,COCH,,ENVOY MEDICAL A,EQ,20210429,NaT
4562,COCHW,,ENVOY MED.EQ.WARRT. EXP 29 SEP.2028,EQ,20210423,NaT
4563,COCM,,COMERTON .,EQ,19980514,NaT
4564,COCO,,THE VITA COCO COMPANY,EQ,20211021,NaT
4565,COCP,,COCRYSTAL PHARMA,EQ,20110307,NaT
4566,COCSF,,COCA-COLA FEMSA UBL(OTC) UNITS,EQ,20140113,NaT
4567,COCXF,,CHOCOLADEFABRIKEN (OTC) LINDT & SPRUENGLI,EQ,20180619,NaT
4568,CODA,,CODA OCTOPUS GROUP,EQ,19940517,NaT
4569,CODAF,,CODAN (OTC),EQ,20121002,NaT
4570,CODGF,,SAINT GOBAIN (OTC),EQ,20140113,NaT
4571,CODI,,COMPASS DIVERSIFIED,EQ,20060508,NaT
4572,CODMF,,CODA MINERALS (OTC),EQ,20220406,NaT
4573,CODQL,,CORONADO GLOBAL (OTC) RESOURCES CDI,EQ,20200915,NaT
4574,CODX,,CO-DIAGNOSTICS,EQ,20170712,NaT
4575,CODYY,,CIE.DE ST.GOB.UNSP. FRN. ADR 5:1,ADR,20140403,NaT
4576,COE,,51TALK ONLINE EDUCATION ADS 1:60,ADR,20160610,NaT
4577,COENF,,CONTACT ENERGY (OTC),EQ,20140113,NaT
4578,COEP,,COEPTIS THERAPEUTICS HOLDINGS,EQ,20201217,NaT
4579,COF,,CAPITAL ONE FINL.,EQ,19940811,NaT
4580,COFAF,,COFACE (OTC),EQ,20230828,NaT
4581,COFE,,COFFEE,EQ,20161128,NaT
4582,COFPRI,,CAPITAL ONE FINANCIAL 40 DS,EQ,20190905,NaT
4583,COFPRJ,,CAPITAL ONE FINL 40 DS,EQ,20200129,NaT
4584,COFPRK,,CAPITAL ONE FINANCIAL DS,EQ,20200911,NaT
4585,COFPRL,,CAPITAL ONE FINL DRC,EQ,20210430,NaT
4586,COFPRN,,CAPITAL ONE FINL DRC,EQ,20210728,NaT
4587,COFS,,CHOICEONE FINL.SVS.,EQ,20120731,NaT
4588,COFUF,,CORONATION FD.MGRS (OTC),EQ,20190109,
4589,COGDF,,COMPASS GOLD (OTC),EQ,19600101,NaT
4590,COGNY,,COGNA EDUCACAO SPONSORED ADR 1:1,ADR,20131210,NaT
4591,COGQF,,CHONGQING RURAL (OTC) COMMERCIAL BANK 'H',EQ,20150909,NaT
4592,COGT,,COGENT BIOSCIENCES,EQ,20180329,NaT
4593,COGV,,COGNITIV,EQ,20020215,
4594,COGZF,,COGSTATE (OTC),EQ,20100326,NaT
4595,COHG,,CHEETAH OIL & GAS,EQ,20010109,NaT
4596,COHLF,,CONTANGO HOLDINGS (OTC),EQ,20221230,NaT
4597,COHN,,COHEN & COMPANY,EQ,20040317,NaT
4598,COHR,,COHERENT,EQ,19871002,NaT
4599,COHU,,COHU,EQ,19620702,NaT
4600,COIHF,,CRODA INTERNATIONAL(OTC),EQ,20140113,NaT
4601,COIHY,,CRODA INTL ADR 2:1,ADR,20110815,NaT
4602,COIN,,COINBASE GLOBAL A,EQ,20210414,NaT
4603,COKE,,COCA COLA CONSOLIDATED,EQ,19750102,NaT
4604,COLB,,COLUMBIA BKG.SYS.,EQ,19920616,NaT
4605,COLCF,,COOL CHIPS,EQ,20020430,NaT
4606,COLD,,AMERICOLD REALTY TRUST,EQ,20180119,NaT
4607,COLDF,,CARDNO (OTC),EQ,20140113,NaT
4608,COLFF,,COLABOR GROUP (OTC),EQ,20140113,NaT
4609,COLL,,COLLEGIUM PHARMACEUTICAL,EQ,20150507,NaT
4610,COLM,,COLUMBIA SPORTSWEAR,EQ,19980327,NaT
4611,COLRF,,TIAN AN MEDICARE (OTC),EQ,19910807,NaT
4612,COLTF,,COLT RESOURCES (OTC),EQ,20100222,NaT
4613,COLUF,,COLOSSUS MINERALS (OTC),EQ,19600101,NaT
4614,COLZF,,COCA COLA ICECEK (OTC),EQ,20231024,NaT
4615,COMCF,,CANADA ONE MINING (OTC),EQ,19600101,NaT
4616,COMM,,COMMSCOPE HOLDING CO.,EQ,20131025,NaT
4617,COMP,,COMPASS A,EQ,20210401,NaT
4618,COMRF,,COMET RIDGE (OTC),EQ,20200312,NaT
4619,COMS,,COMSOVEREIGN HOLDING,EQ,20080814,NaT
4620,CONC,,CONECTISYS,EQ,19901231,NaT
4621,CONMF,,COINSMART FINANCIAL(OTC),EQ,20220711,
4622,CONN,,CONN'S,EQ,20031002,NaT
4623,CONXF,,NICKEL 28 CAPITAL (OTC),EQ,20191120,NaT
4624,CONXU,,CONX UNITS,EQ,20201030,NaT
4625,COO,,COOPER COS.,EQ,19830121,NaT
4626,COOK,,TRAEGER,EQ,20210729,NaT
4627,COOL,,CORNER GROWTH ACQUISITION A,EQ,20210219,NaT
4628,COOLU,,CORNER GROWTH ACQUISITION UNITS,EQ,20201217,NaT
4629,COOLW,,CORNER GW.ACQ.EQ. WARRT. EXP 1ST JAN 2027,EQ,20210219,NaT
4630,COOP,,MR COOPER GROUP (NAS),EQ,20120328,NaT
4631,COOSF,,CARBIOS (OTC),EQ,20191105,NaT
4632,COOT,,AUSTRALIAN OILSEEDS HOLDINGS,EQ,20201210,NaT
4633,COP,,CONOCOPHILLIPS,EQ,19620702,NaT
4634,COPAF,,COPAUR MINERALS (OTC),EQ,20140113,NaT
4635,COPGF,,OLYMPIO METALS (OTC),EQ,20221111,NaT
4636,COPHF,,MELODIOL GLOBAL (OTC) HEALTH,EQ,20190402,NaT
4637,COPJF,,COOPER ENERGY (OTC),EQ,20140113,NaT
4638,COPR,,IDAHO COPPER,EQ,20120724,NaT
4639,COR,,CENCORA,EQ,19950329,NaT
4640,CORBF,,GLOBAL CORD BLOOD,EQ,20070122,NaT
4641,CORC,,CORNWALL RESOURCES,EQ,19960327,NaT
4642,CORG,,CORDIA NEW,EQ,20000113,NaT
4643,CORLQ,,CORENERGY INFRASTRUCTURE DS,EQ,20180319,NaT
4644,CORRQ,,CEIF.TST.REIT,EQ,20070131,NaT
4645,CORS,,CORSAIR PARTNERING A,EQ,20210824,
4646,CORS.U,,CORSAIR PARTNERING UNITS,EQ,20210701,
4647,CORT,,CORCEPT THERAPEUTICS,EQ,20040414,NaT
4648,CORZ,,CORE SCIENTIFIC,EQ,20240125,NaT
4649,CORZQ,,CORE SCIENTIFIC DEAD - DELIST.23/01/24,EQ,20210408,2024-01-23 00:00:00
4650,COSAF,,COSA RESOURCES (OTC),EQ,20230612,NaT
4651,COSG,,COSMOS GROUP HOLDINGS,EQ,19990407,NaT
4652,COSLF,,CO2 SOLUTIONS (OTC),EQ,20140113,NaT
4653,COSM,,COSMOS HEALTH,EQ,20120724,NaT
4654,COSO,,COASTAL SOUTH BANCSHARES,EQ,20170907,NaT
4655,COSRF,,COSIGO RESOURCES (OTC),EQ,20220427,NaT
4656,COST,,COSTCO WHOLESALE,EQ,19820302,NaT
4657,COSXF,,COSEL (OTC),EQ,20220330,NaT
4658,COTI,,CORETAG,EQ,20170803,NaT
4659,COTQF,,COTINGA (OTC) PHARMACEUTICALS,EQ,20140113,NaT
4660,COTRP,,CRTS.TR J C PENNEY CORPORATE-BACKED TR SECS,EQ,20200622,
4661,COTY,,COTY CL.A,EQ,20130613,NaT
4662,COUR,,COURSERA,EQ,20210331,NaT
4663,COUTF,,HUICHENG (OTC) INTERNATIONAL HOLDINGS,EQ,20240207,NaT
4664,COUV,,CORPORATE_UNIVERSE,EQ,19990319,NaT
4665,COVCF,,COVER (OTC),EQ,20230706,NaT
4666,COVTY,,COVESTRO ADR 2:1,ADR,20161214,NaT
4667,COWI,,CARBONMETA TECHNOLOGIES,EQ,20120731,NaT
4668,COWP,,CANAL CAP.,EQ,19840606,NaT
4669,COYA,,COYA THERAPEUTICS,EQ,20221229,NaT
4670,COYJF,,CITYCON (OTC),EQ,20200416,NaT
4671,CP,,CANADIAN PACIFIC (NYS) KANSAS CITY,EQ,19251231,NaT
4672,CPA,,COPA HOLDINGS S A,EQ,20051214,NaT
4673,CPAA,,CONYERS PARK III ACQUISITION A,EQ,20211001,
4674,CPAAU,,CONYERS PARK III ACQUISITION UNITS,EQ,20210811,
4675,CPAC,,CEMENTOS PACASMAYO ADR 1:5,ADR,20120208,NaT
4676,CPADF,,COOKPAD (OTC),EQ,20140421,NaT
4677,CPAMF,,CAPITALAND INTEG. (OTC) COML.TST.,EQ,20140113,NaT
4678,CPAY,,CORPAY,EQ,20101215,NaT
4679,CPB,,CAMPBELL SOUP,EQ,19620702,NaT
4680,CPBI,,CENTRAL PLAINS BANCSHARES,EQ,20231020,NaT
4681,CPBLF,,ALS (OTC),EQ,20120904,NaT
4682,CPCAF,,CAY.PAC.AIRW. (OTC),EQ,20140113,NaT
4683,CPCAY,,CATHAY PACIFIC SPN.ADR 1:5,ADR,19940629,NaT
4684,CPCPF,,COPPERCORP (OTC) RESOURCES,EQ,20220504,NaT
4685,CPE,,CALLON PTL.DEL.,EQ,19940919,2024-04-01 00:00:00
4686,CPEFF,,VOYAGEUR MINERAL (OTC) EXPLORERS,EQ,20130508,NaT
4687,CPF,,CENTRAL PAC.FINL.,EQ,19870824,NaT
4688,CPFXF,,COPPER FOX METALS (OTC),EQ,20140113,NaT
4689,CPGPY,,CPP GROUP ADR 1:3,ADR,20110203,NaT
4690,CPHC,,CANTERBURY PARK HOLDING,EQ,19941205,NaT
4691,CPHI,,CHINA PHARMA HOLDINGS,EQ,19961224,NaT
4692,CPHRF,,CIPHER PHARMS. (OTC),EQ,20140113,NaT
4693,CPIHF,,CHAMPION TECHNOLOGY(OTC) HOLDINGS,EQ,20030903,NaT
4694,CPIVF,,CAPTIVA VERDE (OTC) WELLNESS,EQ,20190211,NaT
4695,CPIX,,CUMBERLAND PHARMS.,EQ,20070807,NaT
4696,CPK,,CHESAPEAKE UTILS.,EQ,19721214,NaT
4697,CPKF,,CHESAPEAKE FINL.SHS.,EQ,19950925,NaT
4698,CPKOF,,AKWAABA MINING (OTC),EQ,20130118,NaT
4699,CPLFF,,COPPERLEAF (OTC) TECHNOLOGIES,EQ,20211112,NaT
4700,CPLP,,CAPITAL PRODUCT PARTNERS,EQ,20070330,NaT
4701,CPLT,,COMMERCEPLANET,EQ,19971223,NaT
4702,CPMD,,CANNAPHARMARX,EQ,19991006,NaT
4703,CPMV,,MOSAIC IMMUNOENGINEERING,EQ,19920602,NaT
4704,CPNBF,,TELEFON DEL PERU (OTC),EQ,20140113,NaT
4705,CPNFF,,EURO SUN MINING (OTC),EQ,19600101,NaT
4706,CPNG,,COUPANG A,EQ,20210311,NaT
4707,CPNNF,,CENTRAL PATTANA (OTC),EQ,20220929,NaT
4708,CPOP,,POP CULTURE GROUP A,EQ,20210630,NaT
4709,CPORF,,CULPEO MINERALS (OTC),EQ,20220926,NaT
4710,CPPBY,,CENTRAL PATTANA PUBLIC COMPANY ADR 1:10,ADR,20171005,NaT
4711,CPPCY,,CP ALL PUB ADR 1:10,ADR,20130620,NaT
4712,CPPKF,,FARADAY COPPER (OTC),EQ,20150319,NaT
4713,CPPMF,,COPPERNICO METALS,EQ,20231117,NaT
4714,CPPMF,,COPPER MNT.MNG. (OTC),EQ,19600101,
4715,CPPTF,,CIRCLE PROPERTY (OTC),EQ,20190109,
4716,CPPTL,,COPPER PPTY CTL PASS THRU,EQ,20220601,NaT
4717,CPPXF,,CONTINENTAL ENERGY,EQ,20120731,
4718,CPQQ,,CHINA POWER EQU.,EQ,20120731,NaT
4719,CPRI,,CAPRI HOLDINGS,EQ,20111215,NaT
4720,CPRJ,,CITIGROUP DEPOSITORY SHARES,EQ,20180525,
4721,CPRK,,CITIGROUP DEPOSITORY,EQ,20180525,
4722,CPROF,,CORTELCO SYS.PUERTO RICO,EQ,20020809,NaT
4723,CPRT,,COPART,EQ,19940317,NaT
4724,CPRX,,CATALYST PHARMACEUTICAL PARTNERS,EQ,20061103,NaT
4725,CPS,,COOPER STANDARD HDG.,EQ,20100527,NaT
4726,CPSH,,CPS TECHNOLOGIES,EQ,19870715,NaT
4727,CPSN,,CAPSTONE SY.,EQ,20180807,
4728,CPSS,,CONSUMER PRTF.SVS.,EQ,19921022,NaT
4729,CPT,,CAMDEN PROPERTY TST.,EQ,19930722,NaT
4730,CPTK,,CROWN PROPTECH ACQUISITIONS A,EQ,20210401,
4731,CPTK.U,,CROWN PROPTECH ACQUISITIONS UNITS,EQ,20210209,
4732,CPTN,,CEPTON,EQ,20210325,NaT
4733,CPTNW,,CEPTON EQ.WARRT.EXP 10TH FEB 2027,EQ,20210323,NaT
4734,CPTP,,CAPITAL PROPERTIES,EQ,19841106,NaT
4735,CPUH.U,,COMPUTE HEALTH ACQUISITION UNITS,EQ,20210205,
4736,CPVBF,,CORPORATIVO GBM (OTC),EQ,20080220,
4737,CPVNF,,CAPITAL VENTURE EUROPE,EQ,20150428,NaT
4738,CPWHF,,CERES PWR.HDG. (OTC),EQ,20140113,NaT
4739,CPWIF,,CHIN.PWR.INTDVT. (OTC),EQ,20140113,NaT
4740,CPWR,,OCEAN THERMAL ENERGY,EQ,20061025,NaT
4741,CPWY,,CLEAN ENERGY PATHWAYS,EQ,20000530,NaT
4742,CPXGF,,CINEPLEX (OTC),EQ,20140113,NaT
4743,CPXWF,,CAPITAL POWER (OTC),EQ,20100421,NaT
4744,CPYCF,,COMPLIANCE ENERGY (OTC),EQ,20140113,NaT
4745,CPYJ,,CUSTOM DESIGNED COMPR. SYS.,EQ,20040908,NaT
4746,CPYT,,CAREPAYMENT TECHNOLOGIES 'A',EQ,20121008,NaT
4747,CPYYF,,CENTRICA (OTC),EQ,20140113,NaT
4748,CPYYY,,CENTRICA SPN.ADR 1:4,ADR,20010109,NaT
4749,CQCQ,,MAKINGORG,EQ,20160614,NaT
4750,CQP,,CHENIERE ENERGY PARTNERS UNITS,EQ,20070320,NaT
4751,CQRLF,,CONQUEST RES. (OTC),EQ,20140113,NaT
4752,CR,,CRANE,EQ,20230404,NaT
4753,CRAI,,CRA INTL.,EQ,19980424,NaT
4754,CRARF,,CREDIT AGRICOLE (OTC),EQ,20140113,NaT
4755,CRARY,,CREDIT AGR.UNSP.ADR 2:1,ADR,20081006,NaT
4756,CRAWA,,CRAWFORD UNITED A,EQ,20101018,NaT
4757,CRAYF,,CRAYON GROUP (OTC) HOLDING,EQ,20200220,NaT
4758,CRBAF,,CARBEEZA (OTC),EQ,20151105,NaT
4759,CRBBF,,CORBY SPIRIT & WINE(OTC) 'B',EQ,20140113,NaT
4760,CRBG,,COREBRIDGE FINANCIAL,EQ,20220915,NaT
4761,CRBJF,,CHINA RESOURCES (OTC) LAND,EQ,19961017,NaT
4762,CRBJY,,CHINA RES.LAND UNSP.ADR 1:10,ADR,20150513,NaT
4763,CRBKF,,CAREBOOK (OTC) TECHNOLOGIES,EQ,20201215,NaT
4764,CRBO,,CARBON ENERGY,EQ,19950912,NaT
4765,CRBP,,CORBUS PHARMACEUTICALS HOLDINGS,EQ,20141027,NaT
4766,CRBU,,CARIBOU BIOSCIENCES,EQ,20210723,NaT
4767,CRC,,CALIFORNIA RESOURCES,EQ,20201028,NaT
4768,CRCBY,,CHONGQING RURAL COMMERCIAL BANK ADR 1:50,ADR,20170227,NaT
4769,CRCCY,,CRRC ADR 1:20,ADR,20200513,NaT
4770,CRCE,,CIRCLE ENERGY,EQ,20230223,NaT
4771,CRCT,,CRICUT A,EQ,20210325,NaT
4772,CRCUF,,CANAGOLD RESOURCES (OTC),EQ,20040209,NaT
4773,CRCW,,THE CRYPTO,EQ,20170927,NaT
4774,CRD.A,,CRAWFORD & CO.'A',EQ,20041025,NaT
4775,CRD.B,,CRAWFORD 'B',EQ,19721214,NaT
4776,CRDE,,CARDINAL ETHANOL MEMB. UNIT,EQ,20110121,NaT
4777,CRDF,,CARDIFF ONCOLOGY,EQ,20020325,NaT
4778,CRDIY,,CONCORDIA FINL.GP.UNSP. ADR 1:3,ADR,20191009,NaT
4779,CRDL,,CARDIOL (NAS) THERAPEUTICS A,EQ,20190116,NaT
4780,CRDO,,CREDO TECHNOLOGY GROUP HOLDING,EQ,20220127,NaT
4781,CRDOF,,CERRADO GOLD (OTC),EQ,20210323,NaT
4782,CRDV,,COMMUNITY REDEVELOPMENT,EQ,20000124,NaT
4783,CREAF,,CREATIVE TECH. (OTC),EQ,19920804,NaT
4784,CREC,,CRESCERA CAPITAL ACQUISITION A,EQ,20220110,
4785,CRECF,,CRITICAL ELEMENTS (OTC) LITHIUM,EQ,19600101,NaT
4786,CRECU,,CRESCERA CAPITAL ACQUISITION UNITS,EQ,20211119,
4787,CRECW,,CRESCERA CAP.ACQ. EQ. WARRT.EXP 18TH NOV 20,EQ,20220110,
4788,CREG,,SMART POWERR,EQ,19830921,NaT
4789,CREQF,,CHINA RARE EARTH (OTC),EQ,19991012,NaT
4790,CRERF,,CARREFOUR (OTC),EQ,20140113,NaT
4791,CRESY,,CRESUD SACIFYA SPN.ADR 1:10,ADR,19970319,NaT
4792,CREV,,CARBON REVOLUTION PUBLIC,EQ,20210426,NaT
4793,CREVF,,CARBON REVOLUTION (OTC),EQ,20210510,
4794,CREVW,,CBN.RVTN.PUB.EQ. WARRT. EXP 30 OCT.2028,EQ,20210426,NaT
4795,CREX,,CREATIVE REALITIES,EQ,20060901,NaT
4796,CRFCF,,CARD FACTORY (OTC),EQ,20210407,NaT
4797,CRFQF,,ZEDCOR (OTC),EQ,20150204,NaT
4798,CRFTF,,BC CRAFT SUPPLY (OTC),EQ,20190617,NaT
4799,CRFU,,CAREFREE GROUP,EQ,20040615,NaT
4800,CRGEQ,,CHARGE ENTERPRISES,EQ,20051102,NaT
4801,CRGGF,,CHINA RESOURCES GAS(OTC) GROUP,EQ,20170425,NaT
4802,CRGO,,FREIGHTOS,EQ,20211117,NaT
4803,CRGP,,CALISSIO RESOURCES GP.,EQ,20020903,NaT
4804,CRGX,,CARGO THERAPEUTICS,EQ,20231110,NaT
4805,CRGY,,CRESCENT ENERGY A,EQ,20211208,NaT
4806,CRH,,CRH ADR 1:1,ADR,19890421,
4807,CRH,,CRH PUBLIC LIMITED,EQ,20140113,NaT
4808,CRHHF,,CROSS-HARBOUR (OTC) (HDG.),EQ,20150708,NaT
4809,CRHKF,,CHINA RESOURCES (OTC) BEER HOLDINGS,EQ,20140113,NaT
4810,CRHKY,,CHRES.BEER HDG.CO. ADR 1:2,ADR,20010109,NaT
4811,CRI,,CARTER'S,EQ,20020830,NaT
4812,CRICF,,CHURCHILL RESOURCES(OTC),EQ,20221206,NaT
4813,CRIS,,CURIS,EQ,20000801,NaT
4814,CRJI,,CHINA RUNJI CEMENT,EQ,20060619,NaT
4815,CRK,,COMSTOCK RES.,EQ,19870828,NaT
4816,CRKM,,CRANK MEDIA,EQ,20200522,
4817,CRKN,,CROWN ELECTROKINETICS,EQ,20200608,NaT
4818,CRKT,,CIRMAKER TECH.,EQ,20020819,NaT
4819,CRL,,CHAS.RVR.LABS.INTL.,EQ,20000621,NaT
4820,CRLBF,,CRESCO LABS (OTC) SUBORDINATE VOTING,EQ,20181204,NaT
4821,CRLFF,,CARDINAL ENERGY (OTC),EQ,20140630,NaT
4822,CRLI,,CIRCUIT RESH.LABS,EQ,19831104,NaT
4823,CRLKP,,CTL.PRKG.FIN.5.25% CV. PFS.,EQ,20171216,NaT
4824,CRM,,SALESFORCE,EQ,20040107,NaT
4825,CRMBQ,,CRUMBS BAKE SHOP,EQ,20100610,NaT
4826,CRMD,,CORMEDIX,EQ,20100513,NaT
4827,CRMIF,,CARMILA (OTC),EQ,20240119,NaT
4828,CRMK,,CERMETEK MICROEL.,EQ,19831207,NaT
4829,CRML,,CRITICAL METALS,EQ,20220207,NaT
4830,CRMLW,,CRIT.MTLS.EQ.WARRT. EXP 23RD FEB 2029,EQ,20220202,NaT
4831,CRMT,,AMERICA S CAR MART,EQ,19870313,NaT
4832,CRMZ,,CREDITRISKMONITOR COM,EQ,19800715,NaT
4833,CRNC,,CERENCE,EQ,20190916,NaT
4834,CRNCD,,CAPRICORN ENERGY ADR 1:2,ADR,20081017,NaT
4835,CRNLF,,CAPRICORN METALS (OTC) DEFERRED,EQ,20210601,NaT
4836,CRNT,,CERAGON NETWORKS,EQ,20000804,NaT
4837,CRNX,,CRINETICS PHARMACEUTICALS,EQ,20180718,NaT
4838,CRNZF,,CAPRICORN ENERGY (OTC),EQ,20140113,NaT
4839,CROMF,,CROMBIE REIT.TST.UNT. (OTC),EQ,20110112,NaT
4840,CRON,,CRONOS GROUP (NAS),EQ,20160712,NaT
4841,CROOF,,CARIBOO ROSE RES. (OTC),EQ,20140113,NaT
4842,CROTF,,SPENDA (OTC),EQ,20211201,NaT
4843,CROX,,CROCS,EQ,20051208,NaT
4844,CRPAF,,CORPORACION ACCIONA(OTC) ENERGIAS RENOVABLES,EQ,20230817,NaT
4845,CRPE,,COLUMBIAN ROPE,EQ,19971211,
4846,CRPFY,,COFI.COLB.ADR 1:2,ADR,19940701,NaT
4847,CRPGF,,CHINA RESOURCES (OTC) PHARMACEUTICAL GROUP,EQ,20231027,NaT
4848,CRPHY,,CERES PWR HLDGS 2 ADR 2:1,ADR,20210427,NaT
4849,CRPJF,,CHINA RESOURCES (OTC) POWER,EQ,20140113,NaT
4850,CRPJY,,CHINA RES.PWR.HDG.UNSP. ADR 1:15,ADR,20100429,NaT
4851,CRPLF,,CAPITAL & REGIONAL (OTC),EQ,20210217,NaT
4852,CRPOF,,CEAPRO (OTC),EQ,20140113,NaT
4853,CRQDQ,,CREDITO REAL SOFOM (OTC) ENR,EQ,20140925,NaT
4854,CRQZF,,CROOZ (OTC),EQ,20240213,NaT
4855,CRRDF,,CHEETAH CANYON RES.(OTC),EQ,20150528,NaT
4856,CRRFY,,CARREFOUR F SPONSORED FRANCE ADR 5:1,ADR,20081016,NaT
4857,CRRTF,,CRESCITA THERP. (OTC),EQ,20160411,NaT
4858,CRRVF,,CVR MEDICAL (OTC),EQ,20161102,NaT
4859,CRS,,CARPENTER TECH.,EQ,19620702,NaT
4860,CRSB,,CORNERSTONE CMTY.BANC.,EQ,20120731,NaT
4861,CRSM,,CARSMARTT,EQ,20080702,NaT
4862,CRSP,,CRISPR THERAPEUTICS,EQ,20161019,NaT
4863,CRSQ,,CPRT.RESTAURANT CONCEPTS,EQ,20120312,NaT
4864,CRSR,,CORSAIR GAMING,EQ,20200923,NaT
